name,number,rarity,url,name_detail,element,hp,defense,crafting_speed,melee_attack,shot_attack,price,stamina,support,running_speed,sprinting_speed,slow_walk_speed,work_suitability,partner_skill,passive_skills,active_skills,possible_drops
Reptyro,88,Rare,https://palworld.gg/pal/reptyro,Reptyro,Earth,110,120,100,100,105,6940,220,100,550,1000,50,Gathering; Cooling; Deforesting; Kindling (Lv); Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Ore-Loving Beast
Can be ridden.
Improves efficiency of mining ores while mounted.",,"Ignis Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Stone Blast
- Lv 7
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Stone Cannon
- Lv 15
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Ignis Breath
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 1500
Shoots flames at an enemy,
dealing continuous damage.
Volcanic Burst
- Lv 30
Power:
100
Cooldown:
45
Range:
0 - 9999
VolcanicMonster's exclusive skill.
Raises its front legs and slams them into the ground,
causing a volcanic eruptions under its enemies.
It simultaneously bombards them with volcanic bombs from above.
Ignis Rage
- Lv 40
Power:
120
Cooldown:
40
Range:
100 - 1000
Infuses the surrounding ground with energy, 
causing it to explode after a set amount of time.
Rock Lance
- Lv 50
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.",(hover over item to see description) Item Amount Rate Flame Organ 5 - 7 100%
Reptyro Cryst,88,Rare,https://palworld.gg/pal/reptyro-cryst,Reptyro Cryst,Ice,110,130,100,100,105,7380,220,100,550,1000,50,Gathering; Cooling (Lv); Deforesting; Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Ice-Loving Beast
Can be ridden.
Improves efficiency of mining ores while mounted.",,"Ice Missile
- Lv 1
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Stone Blast
- Lv 7
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Iceberg
- Lv 15
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Crystal Breath
- Lv 22
Power:
90
Cooldown:
22
Range:
100 - 1000
Enshrouds an enemy in a frigid blast of air,
dealing continuous damage.
Frost Burst
- Lv 30
Power:
100
Cooldown:
45
Range:
0 - 9999
VolcanicMonster_Ice's exclusive skill.
Raises its front legs and slams them into the ground,
causing a frozen blast under its enemies.
It simultaneously bombards them with snow balls from above.
Blizzard Spike
- Lv 40
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.
Rock Lance
- Lv 50
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.",(hover over item to see description) Item Amount Rate Ice Organ 3 - 4 100%
Ribbuny,39,Common,https://palworld.gg/pal/ribbuny,Ribbuny,Normal,75,70,100,100,65,1160,100,100,245,350,50,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Skilled Fingers
While in team, increases attack power of COMMON_ELEMENT_NAME_Normal Pals.
While at a base, increases work efficiency when working at 
Weapon Workbench, Weapon Assembly Line, and other related facilities.",,"Air Cannon
- Lv 1
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Ice Missile
- Lv 15
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Blizzard Spike
- Lv 22
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.
Power Bomb
- Lv 30
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Iceberg
- Lv 40
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Leather 1 - 1 100% Beautiful Flower 1 - 1 5% Ribbuny Ribbon 1 - 1 50%
Ribbuny Botan,39,Common,https://palworld.gg/pal/ribbuny-botan,Ribbuny Botan,Leaf,80,70,100,100,65,1620,100,100,245,350,50,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting (Lv); Transporting (Lv); Watering,"Grass Weaver
While in team, increases attack power of COMMON_ELEMENT_NAME_Leaf Pals.
While at a base, increases work efficiency when working at 
Weapon Workbench, Weapon Assembly Line, and other related facilities.",,"Wind Cutter
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Bog Blast
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Seed Machine Gun
- Lv 15
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Seed Mine
- Lv 22
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Wind Edge
- Lv 30
Power:
90
Cooldown:
22
Range:
500 - 5000
Launches sharp blades of air that fan out.
Circle Vine
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 9999
Sprouts sharp roots
in and around the enemy's location.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Leather 1 - 1 100% Beautiful Flower 1 - 1 5% Ribbuny Ribbon 1 - 1 50% Potato Seeds 1 - 1 50%
Robinquill,48,Rare,https://palworld.gg/pal/robinquill,Robinquill,Leaf,90,80,100,100,105,2050,100,100,600,750,100,Gathering (Lv); Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production (Lv); Planting (Lv); Transporting (Lv); Watering,"Hawk Eye
While fighting together,
allows you to deal more damage to weak points.",,"Wind Cutter
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Focus Shot
- Lv 15
Power:
65
Cooldown:
9
Range:
1000 - 5000
Robinquill's exclusive skill.
Takes aim while drawing its bow
before releasing a powerful shot at an enemy.
Seed Mine
- Lv 22
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Grass Tornado
- Lv 30
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Spine Vine
- Lv 40
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Wheat Seeds 1 - 2 50% Arrow 2 - 4 100% Potato Seeds 1 - 1 50%
Robinquill Terra,48,Rare,https://palworld.gg/pal/robinquill-terra,Robinquill Terra,Earth,90,80,100,100,105,2150,100,100,600,750,100,Gathering (Lv); Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production (Lv); Planting; Transporting (Lv); Watering,"Hawk Eye
While fighting together,
allows you to deal more damage to weak points.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Wind Cutter
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Focus Shot
- Lv 15
Power:
65
Cooldown:
9
Range:
1000 - 5000
Robinquill's exclusive skill.
Takes aim while drawing its bow
before releasing a powerful shot at an enemy.
Stone Blast
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Sand Tornado
- Lv 30
Power:
80
Cooldown:
18
Range:
100 - 3000
Generates two sand tornadoes on either side
before launching them at an enemy.
Solar Blast
- Lv 40
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.
Rock Lance
- Lv 50
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.",(hover over item to see description) Item Amount Rate Wheat Seeds 1 - 2 50% Arrow 2 - 4 100% Potato Seeds 1 - 1 50%
Rooby,9,Common,https://palworld.gg/pal/rooby,Rooby,Fire,75,75,100,100,70,2950,100,100,400,550,70,Gathering; Cooling; Deforesting; Kindling (Lv); Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Tiny Spark
While in team, increases attack power of COMMON_ELEMENT_NAME_Fire Pals.",,"Ignis Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Spirit Fire
- Lv 15
Power:
45
Cooldown:
7
Range:
1000 - 3000
Shoots fireballs towards an enemy. 
The fireballs explode after a short distance, 
generating smaller fireballs that spread forward.
Flare Arrow
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 5000
Fires three flaming arrows in succession
that home in on an enemy.
Flare Storm
- Lv 30
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two flaming tornadoes on either side 
before launching them at an enemy.
Ignis Rage
- Lv 40
Power:
120
Cooldown:
40
Range:
100 - 1000
Infuses the surrounding ground with energy, 
causing it to explode after a set amount of time.
Fire Ball
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 9999
Creates a giant ball of flame and hurls it at an enemy.
The ball explodes over a wide area upon impact.",(hover over item to see description) Item Amount Rate Flame Organ 2 - 3 100% Leather 1 - 1 100%
Rushoar,20,Common,https://palworld.gg/pal/rushoar,Rushoar,Earth,80,70,100,100,70,1680,100,100,500,800,70,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Hard Head
Can be ridden.
Increases efficiency of destroying boulders while mounted.",,"Reckless Charge
- Lv 1
Power:
55
Cooldown:
2
Range:
300 - 2500
Boar's exclusive skill.
Takes aim at a foe and rushes at them with a fierce charge.
Bog Blast
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Power Shot
- Lv 15
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Stone Blast
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Power Bomb
- Lv 30
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Rock Lance
- Lv 40
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Rushoar Pork 1 - 2 100% Leather 1 - 1 100% Bone 1 - 1 100%
Selyne,113,Epic,https://palworld.gg/pal/selyne,Selyne,Dark,130,110,100,100,115,9500,300,100,1000,1600,60,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production (Lv); Planting; Transporting (Lv); Watering,"Celestial Darkness
Can be ridden as a flying mount.
Enhances COMMON_ELEMENT_NAME_Normal and COMMON_ELEMENT_NAME_Dark attacks while mounted.",,"Dark Cannon
- Lv 1
Power:
50
Cooldown:
2
Range:
500 - 5000
Hurls an energy ball imbued
with dark energy at an enemy.
Dark Arrow
- Lv 7
Power:
65
Cooldown:
10
Range:
500 - 5000
Fires off dark energy
that homes in on an enemy.
Air Blade
- Lv 15
Power:
85
Cooldown:
20
Range:
0 - 5000
Sends out sharp blades of air in a fan shape.
Holy Burst
- Lv 22
Power:
120
Cooldown:
30
Range:
0 - 9999
Creates a wide explosion of light
at the enemy's location and around it.
Seigetsu Blade
- Lv 30
Power:
110
Cooldown:
24
Range:
300 - 3000
Selyne's exclusive skill.
Fires two consecutive high-speed blades
imbued with the power of moonlight.
Star Mine
- Lv 40
Power:
110
Cooldown:
55
Range:
0 - 9999
Generates stars around the enemy that explode on contact.
Stars also explode after some time.
Moonlight Beam
- Lv 50
Power:
170
Cooldown:
40
Range:
300 - 3000
Selyne's exclusive skill.
Stores energy in the moon on its back,
then fires a crescent-shaped beam forward.",(hover over item to see description) Item Amount Rate Cloth 1 - 2 60% Sapphire 2 - 3 100% Precious Claw 1 - 1 30%
Shadowbeak,107,Epic,https://palworld.gg/pal/shadowbeak,Shadowbeak,Dark,120,140,100,130,120,9060,250,90,850,1200,80,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Modified DNA
Can be ridden as a flying mount.
While flying, movement speed is increased.
Enhances COMMON_ELEMENT_NAME_Dark attacks while mounted.",,"Air Cannon
- Lv 1
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Dark Ball
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Shadow Burst
- Lv 15
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Spirit Flame
- Lv 22
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Nightmare Ball
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Divine Disaster
- Lv 40
Power:
160
Cooldown:
45
Range:
0 - 2500
Charges forward, generating orbs of light that automatically target enemies 
and unleash a barrage of lasers.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.
Divine Disaster II
- Lv 55
Power:
170
Cooldown:
45
Range:
0 - 2500
Shadowbeak's exclusive skill. 
As it charges forward, emits countless blue rays that automatically locate and pursue the enemy.",(hover over item to see description) Item Amount Rate Pal Metal Ingot 1 - 2 100% Carbon Fiber 2 - 3 100% Innovative Technical Manual 1 - 1 10%
Shroomer,116,Common,https://palworld.gg/pal/shroomer,Shroomer,Leaf,110,90,100,100,80,3660,220,100,740,1050,50,Gathering (Lv); Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting (Lv); Transporting; Watering,"Swooshy Spores
Can be ridden.
While at a base, its mysterious spores slow the rate at which the SAN value of allies at the base decreases.",,"Poison Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 3000
Hurls poison sludge
at an enemy.
Seed Machine Gun
- Lv 7
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Grass Tornado
- Lv 15
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Seed Mine
- Lv 22
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Spine Vine
- Lv 30
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Circle Vine
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 9999
Sprouts sharp roots
in and around the enemy's location.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Mushroom 1 - 2 100% Red Berries 1 - 2 60%
Shroomer Noct,116,Rare,https://palworld.gg/pal/shroomer-noct,Shroomer Noct,Dark,110,90,100,100,85,4240,220,100,740,1050,50,Gathering (Lv); Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting (Lv); Transporting; Watering,"Swooshy Spores
Can be ridden.
While at a base, its mysterious spores slow the rate at which the SAN value of allies at the base decreases.",,"Poison Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 3000
Hurls poison sludge
at an enemy.
Shadow Burst
- Lv 7
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Grass Tornado
- Lv 15
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Seed Mine
- Lv 22
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Nightmare Ball
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Circle Vine
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 9999
Sprouts sharp roots
in and around the enemy's location.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Venom Gland 4 - 8 100% Mysterious Mushroom 1 - 2 100%
Sibelyx,79,Rare,https://palworld.gg/pal/sibelyx,Sibelyx,Ice,110,100,100,90,90,5900,100,90,400,550,50,Gathering; Cooling (Lv); Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming (Lv); Oil Extracting; Medicine Production (Lv); Planting; Transporting; Watering,"Silk Maker
When activated, attacks targeted enemy with a
powerful IcicleThrow.
Sometimes produces Cloth2
when assigned to MonsterFarm.",,"Ice Missile
- Lv 1
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Icicle Cutter
- Lv 7
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Iceberg
- Lv 15
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Crystal Breath
- Lv 22
Power:
90
Cooldown:
22
Range:
100 - 1000
Enshrouds an enemy in a frigid blast of air,
dealing continuous damage.
Spirit Flame
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Aqua Burst
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Blizzard Spike
- Lv 50
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.",(hover over item to see description) Item Amount Rate High Quality Cloth 1 - 1 100% Ice Organ 2 - 3 100%
Silvegis,130,Epic,https://palworld.gg/pal/silvegis,Silvegis,Dragon,120,115,100,100,110,7420,280,100,700,1050,90,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Aegis Shield
Can be ridden.
Increases the duration of the shield when using Unique_WhiteShieldDragon_ShieldTackle while mounted.",,"Dragon Cannon
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 4000
Hurls an energy ball imbued
with draconic energy at an enemy.
Icicle Cutter
- Lv 7
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Iceberg
- Lv 15
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Draconic Breath
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 1500
Exhales breath imbued with draconic energy,
dealing continuous damage to those in front of it.
Blast Cannon
- Lv 30
Power:
100
Cooldown:
30
Range:
0 - 6000
Fires an energy bullet imbued with dragon power at the enemy's location.
Upon impact, the bullet shatters and creates a frontal long-range explosion.
Charge Cannon
- Lv 40
Power:
140
Cooldown:
50
Range:
0 - 4000
Fires an energy orb infused with draconic power at the enemy. 
The orb causes a wide-area explosion upon impact.
Aegis Charge
- Lv 50
Power:
170
Cooldown:
50
Range:
0 - 4000
WhiteShieldDragon's exclusive skill.
Deploys a shield in front that reduces all types of attacks, then charges forward, crushing the enemy.",(hover over item to see description) Item Amount Rate Chromite 2 - 3 100%
Smokie,131,Common,https://palworld.gg/pal/smokie,Smokie,Dark,85,85,100,100,90,7820,100,100,550,700,40,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Dig, Dog! Dig!
When activated, uses its sharp sense of smell to detect nearby Chromium.
While fighting together, a large amount of Chromium is obtained.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Umbral Surge
- Lv 7
Power:
40
Cooldown:
2
Range:
500 - 5000
Fires high-speed dark orbs in a fan shape, 
spreading as they travel.
Dark Cannon
- Lv 15
Power:
50
Cooldown:
2
Range:
500 - 5000
Hurls an energy ball imbued
with dark energy at an enemy.
Shadow Burst
- Lv 22
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Nightmare Ball
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Comet Strike
- Lv 40
Power:
110
Cooldown:
35
Range:
0 - 9999
Drops a meteorite straight down,
generating a shock wave around the impact area.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Bone 2 - 3 100% Crude Oil 1 - 1 50%
Sootseer,118,Rare,https://palworld.gg/pal/sootseer,Sootseer,Dark,105,90,100,100,125,4890,100,100,800,1000,100,Gathering (Lv); Cooling; Deforesting; Kindling (Lv); Generating Electricity; Handiwork (Lv); Mining (Lv); Farming (Lv); Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Grave Robber
Sometimes digs up Bone
when assigned to MonsterFarm.",,"Ignis Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Dark Ball
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Spirit Fire
- Lv 15
Power:
45
Cooldown:
7
Range:
1000 - 3000
Shoots fireballs towards an enemy. 
The fireballs explode after a short distance, 
generating smaller fireballs that spread forward.
Spirit Flame
- Lv 22
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Nightmare Ball
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Flame Funnel
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 5000
Creates multiple spheres of fiery energy,
from which countless fireballs shoot towards the enemy.
Volcanic Rain
- Lv 50
Power:
130
Cooldown:
45
Range:
0 - 2000
Fires countless volcanic bombs into the sky.
After a while, the bombs rain down around their originator.",(hover over item to see description) Item Amount Rate Medium Pal Soul 1 - 2 100% Bone 1 - 2 100% Crude Oil 1 - 1 50%
Sparkit,7,Common,https://palworld.gg/pal/sparkit,Sparkit,Electricity,60,70,100,60,75,1030,100,80,350,500,40,Gathering; Cooling; Deforesting; Kindling; Generating Electricity (Lv); Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Static Electricity
While in team, increases attack power of COMMON_ELEMENT_NAME_Electricity Pals.",,"Spark Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Releases lightning orbs in a fan shape, 
spreading as they travel.
Bog Blast
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Shockwave
- Lv 15
Power:
40
Cooldown:
4
Range:
0 - 300
Quickly discharges electricity,
shocking those around it.
Electric Ball
- Lv 22
Power:
50
Cooldown:
9
Range:
500 - 2500
Fires an electric ball
that slowly pursues an enemy.
Tri-Lightning
- Lv 30
Power:
90
Cooldown:
22
Range:
0 - 9999
Generates lightning that strikes
an enemy three times from above.
Lightning Streak
- Lv 40
Power:
75
Cooldown:
16
Range:
500 - 2000
Generates a lightning bolt 
that moves forward in a line.
Lightning Bolt
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 3000
Charges electric energy before
blasting enemies with a powerful shock.",(hover over item to see description) Item Amount Rate Electric Organ 1 - 2 100%
Splatterina,134,Common,https://palworld.gg/pal/splatterina,Splatterina,Dark,95,105,100,100,115,4420,100,100,550,660,60,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production (Lv); Planting; Transporting (Lv); Watering,"Blade of Uncontrolled Passion
While in possession, the amount of items obtained from using the MeatCutterKnife increases.","Sadist
Rank 1","Dark Ball
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Umbral Surge
- Lv 7
Power:
40
Cooldown:
2
Range:
500 - 5000
Fires high-speed dark orbs in a fan shape, 
spreading as they travel.
Dark Cannon
- Lv 15
Power:
50
Cooldown:
2
Range:
500 - 5000
Hurls an energy ball imbued
with dark energy at an enemy.
Shadow Burst
- Lv 22
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Nightmare Ball
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Grudge Barrage
- Lv 40
Power:
130
Cooldown:
31
Range:
0 - 4000
GrimGirl's exclusive skill.
Teleports instantly and launches a slash. It then teleports above the enemy, 
drives its weapon into them, and unleashes a wave of dark energy.
Dark Whisp
- Lv 50
Power:
160
Cooldown:
45
Range:
0 - 1500
Fires a menacing ball of dark energy that pursues enemies.",(hover over item to see description) Item Amount Rate Dark Fragment 2 - 3 100%
Starryon,129,Rare,https://palworld.gg/pal/starryon,Starryon,Dark,110,100,100,100,100,6220,230,100,900,1200,150,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Night Dancer
Can be ridden.
Increases movement speed while mounted at night.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Dark Ball
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Spirit Flame
- Lv 15
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Nightmare Ball
- Lv 22
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Ignis Rage
- Lv 30
Power:
120
Cooldown:
40
Range:
100 - 1000
Infuses the surrounding ground with energy, 
causing it to explode after a set amount of time.
Apocalypse
- Lv 40
Power:
110
Cooldown:
55
Range:
100 - 9999
Generates several dark vortexes around the enemy.
Lethal Step
- Lv 50
Power:
140
Cooldown:
35
Range:
1200 - 3000
NightBlueHorse's exclusive skill.
Confuses enemies with flickering steps and launches slashing attack with its sharp horns.",(hover over item to see description) Item Amount Rate Leather 2 - 3 100% Dark Fragment 1 - 2 100%
